,time,id,icij_sar_id,originator_bank,filer_org_name,beneficiary_bank,Transaction_amount_BTC,Transaction_amount_USD,Price,Sender,Receiver,Hash,originator_bank_country,beneficiary_bank_country,number_transactions,amount_transactions
40550,2017-01-10,235179,3821,United Overseas Bank Limited,The Bank of New York Mellon Corp.,Krung Thai Bank Public Co Ltd,1178.82108199,1063410.02101,902.0962020905923,"18WXBFAExxB7i5SEA3ymfQmuB4F6RUuMTm
1KEpKmEg6gQqie63rVYrJAdsLRJHy3BfFh
1WESP7sqAuy4AJDqbVdJpzXqvnMs9n8WF
1LwyTKRPJPvfjt2kJvEMZ2C1MVTUnCrfET
13cHjGEuFBMjxyjjQqYKq28i3reZqgMiF3
1P6TYQXj6UdsSPw571XXQ4NQJXZd19ULx2
18eZcCfc9wpz19Jdi1vrzvj1v2kEu3asRp
1G5DnWxrPT6HL7NrZzZTtukumVzjuKTuZf
124ByKKyTvjeERJvxwi26MoUDizUJe5HQX
1LjCZAXiuhmwSg8jjK94thGzATVxTtXThx
1Bz8328fmAfPYmSbFTxmyUamkNHNR9otkm
1LpoVaZ5ui3brFfaKrLoBCTzEHqJ4eQpg
1LBMxQnZqgCxvvgD86kcZkBmp7azVdF4GZ
15EcvrHSx7hxdro5g4FEXTJsSa8X4JMxvy
1DShvyTowwcAaRLRfLy72QHQ5eMCtmEQRr
1NrVhz4cnABDgmJsUAiNL4qiTJrjy6P3e4
14S2dF6YUHTMjQjTHFAdCe6dTAinbqEgDM
13yB1xGJkzE13733Y4dW2RuT6sGtp1ZdQH
1AMyF9i4VnFc1pcM4vJ2tXGtEjA1iEeyH
1BK42Z4WH31inBWCxdhPYJXA2L52TpviEk
13DweTZnDzQEjvNyVb6JRU6FEG5nQM9LgE
1Cv3uWDDB2aZG4LPmjPs6Sa4NAyfZJdgGw
1LhJLdmhkc2hUSDdW5BbpCsw9G5wSpppv
14yt65fSqPjVJ8G9bm7Dh5dRLTbvAGuVx6
1257U991WqSvhpS65NjMEoWH5UBwQH5N3V
1A3E9uoFXC8e3YXNAXmb6xU37uA1Ciu3GS
1CAwm3GJSL2RrEdTUzRE3KjDMyBSoc4kn3
1SRtC5nkzg74QtQsmFkCvnngM6XBWwco5
13Rcr2BbyFHEZYeoadevKZxDMNppaikfUj
1BktXkJ5YXmZmSubAyZxWk2Dn1qPUTTx9P
1QFpDT6fFb2dm4gyNaDFCEtZYYUAc9qNrN
1BK6jHApDTFyGgJN7irT38GkhgafoUi14p
1GYs27uj4zebduT8K6Eyn3Uxr6DdkYWriW
1WHDLfLHxz286yj4tCv7gJqmxEymtjBXm
1MDt2Yw24H86dghbUp6rmZNh5NSHaHjqG3
193NKheKCwbApxBWuiEM29r6ceRr2YePji
1NG1qa5YDeX7L5G9MQR8qfEjyiGhL7kdQi
1HXKzEurYXZ8cQi5UF5m7YZmvgTpuPhKZm
1HEpvx2Xi31gCnKjAg9CLgRp6WEXDSYYAw
13DwtQUsvci9x9nq8rATpZEwYRzHwp94Yn
17BRSFQY8MmwdbUSEh3VW9gDz3xiBkScaa
1EVBhmbx5H3MsZE2XU9VCtE7L17bsoG4kd
1Kq3C1QoctgxQ7Q2nS8882iVM8GaXQbhJt
17Dz8zV6ggkb7V6gVjm8psUgFnGQ7FngTP
1HVPBPb8McXh8C54GYyZgBh6rkqvrEfSRh
1PpXVZ3NattM1r4DSyZ9WdsKony69E7rSW
1FKExo1iK487t7X3niUFszW2DnTQqTKKWP
1LYummduviAt6RGfUNmWbn3DPnH21oPx3b
1B5GC9zwVPjEkdotmQm4JdqXFQMs1jFTo7
1CPwCyV5eMvKk1KkNtXxaDohBJWgTeXXKn
17UxT3gaKBApZL43JJxEEVdjY5rSKrwpde
19gh4v7EwpGaJmRPjtje8FqhxTQgitc8er
1NooCpedRpBsay2eD36tTiyFVyyPWXVWWW
17LfVpwuQqUkuDGiYQMRPjm41Jcp71Rsyg
1AcuvTBP3G8YJQuQyTZ8vMGz4DYsBes5sg
182G6BCZkYqD5r2RyyFNeJ3huxRdHsjwUE
1AoKpxnXjTkKSMcafx4Ddvd2NBP6mnMUkr
1MPySVYT4ZQE2MaXvhDanePD5Q3gXd6Acs
1LnUawgUotq3Eu2dYNeZo9323vHMEurkUZ
1NQdea8o75iwBop3Hr5MahXuSCh7ka6mgW
1BBwG8AgrLDir9DL9NxFnJNgjJ4nUC8iEP
1cKpxV1YGVmDpZBsjVp1Q5MWhRMyR1P9T
1Lx57LtGfKoVvxYPSK9DPkrNaCnWkDFBiZ
1MYe5haUfgrJ3NmnSbHhgEA2yMueXYGqsd
1Q9NMWV81HcCuXvWqtDjetEo5pYaS2xsPw
17pDNnU8NXHqwffPYaDM8MsvC5RmWNitL7
1CfRYWPdRqEmrC9DLXv34Ji2K4vRZ1Emih
112QmRavdf1sknZZ9eWJBfLUFUDR3ShGYk
1EmHTw1dQoHzwG1Pz2Yk13qf4NqBLQG2o2
1DecgsSTmQu3HkB4T4L94skP3Q7VCm2pjU
1P3bWWMNo12zA2mCS6KM75E55tFnPfpQuP
12n6GuorKSHp3vr3GzZ4zBYMwNtj8d54Ko",336xGpGweq1wtY4kRTuA4w6d7yDkBU9czU,7d97442444c53a3a3c357b60f6b3105d61d47da6ff06a480396bf7f179fc823e,Singapore,Singapore,2.0,7000000.0
40619,2017-01-10,237424,3863,Ural Bank For Reconstruction And Development Joint Stock Company,The Bank of New York Mellon Corp.,Ubi Banca International S.A.,1178.82108199,1063410.02101,902.0962020905923,"18WXBFAExxB7i5SEA3ymfQmuB4F6RUuMTm
1KEpKmEg6gQqie63rVYrJAdsLRJHy3BfFh
1WESP7sqAuy4AJDqbVdJpzXqvnMs9n8WF
1LwyTKRPJPvfjt2kJvEMZ2C1MVTUnCrfET
13cHjGEuFBMjxyjjQqYKq28i3reZqgMiF3
1P6TYQXj6UdsSPw571XXQ4NQJXZd19ULx2
18eZcCfc9wpz19Jdi1vrzvj1v2kEu3asRp
1G5DnWxrPT6HL7NrZzZTtukumVzjuKTuZf
124ByKKyTvjeERJvxwi26MoUDizUJe5HQX
1LjCZAXiuhmwSg8jjK94thGzATVxTtXThx
1Bz8328fmAfPYmSbFTxmyUamkNHNR9otkm
1LpoVaZ5ui3brFfaKrLoBCTzEHqJ4eQpg
1LBMxQnZqgCxvvgD86kcZkBmp7azVdF4GZ
15EcvrHSx7hxdro5g4FEXTJsSa8X4JMxvy
1DShvyTowwcAaRLRfLy72QHQ5eMCtmEQRr
1NrVhz4cnABDgmJsUAiNL4qiTJrjy6P3e4
14S2dF6YUHTMjQjTHFAdCe6dTAinbqEgDM
13yB1xGJkzE13733Y4dW2RuT6sGtp1ZdQH
1AMyF9i4VnFc1pcM4vJ2tXGtEjA1iEeyH
1BK42Z4WH31inBWCxdhPYJXA2L52TpviEk
13DweTZnDzQEjvNyVb6JRU6FEG5nQM9LgE
1Cv3uWDDB2aZG4LPmjPs6Sa4NAyfZJdgGw
1LhJLdmhkc2hUSDdW5BbpCsw9G5wSpppv
14yt65fSqPjVJ8G9bm7Dh5dRLTbvAGuVx6
1257U991WqSvhpS65NjMEoWH5UBwQH5N3V
1A3E9uoFXC8e3YXNAXmb6xU37uA1Ciu3GS
1CAwm3GJSL2RrEdTUzRE3KjDMyBSoc4kn3
1SRtC5nkzg74QtQsmFkCvnngM6XBWwco5
13Rcr2BbyFHEZYeoadevKZxDMNppaikfUj
1BktXkJ5YXmZmSubAyZxWk2Dn1qPUTTx9P
1QFpDT6fFb2dm4gyNaDFCEtZYYUAc9qNrN
1BK6jHApDTFyGgJN7irT38GkhgafoUi14p
1GYs27uj4zebduT8K6Eyn3Uxr6DdkYWriW
1WHDLfLHxz286yj4tCv7gJqmxEymtjBXm
1MDt2Yw24H86dghbUp6rmZNh5NSHaHjqG3
193NKheKCwbApxBWuiEM29r6ceRr2YePji
1NG1qa5YDeX7L5G9MQR8qfEjyiGhL7kdQi
1HXKzEurYXZ8cQi5UF5m7YZmvgTpuPhKZm
1HEpvx2Xi31gCnKjAg9CLgRp6WEXDSYYAw
13DwtQUsvci9x9nq8rATpZEwYRzHwp94Yn
17BRSFQY8MmwdbUSEh3VW9gDz3xiBkScaa
1EVBhmbx5H3MsZE2XU9VCtE7L17bsoG4kd
1Kq3C1QoctgxQ7Q2nS8882iVM8GaXQbhJt
17Dz8zV6ggkb7V6gVjm8psUgFnGQ7FngTP
1HVPBPb8McXh8C54GYyZgBh6rkqvrEfSRh
1PpXVZ3NattM1r4DSyZ9WdsKony69E7rSW
1FKExo1iK487t7X3niUFszW2DnTQqTKKWP
1LYummduviAt6RGfUNmWbn3DPnH21oPx3b
1B5GC9zwVPjEkdotmQm4JdqXFQMs1jFTo7
1CPwCyV5eMvKk1KkNtXxaDohBJWgTeXXKn
17UxT3gaKBApZL43JJxEEVdjY5rSKrwpde
19gh4v7EwpGaJmRPjtje8FqhxTQgitc8er
1NooCpedRpBsay2eD36tTiyFVyyPWXVWWW
17LfVpwuQqUkuDGiYQMRPjm41Jcp71Rsyg
1AcuvTBP3G8YJQuQyTZ8vMGz4DYsBes5sg
182G6BCZkYqD5r2RyyFNeJ3huxRdHsjwUE
1AoKpxnXjTkKSMcafx4Ddvd2NBP6mnMUkr
1MPySVYT4ZQE2MaXvhDanePD5Q3gXd6Acs
1LnUawgUotq3Eu2dYNeZo9323vHMEurkUZ
1NQdea8o75iwBop3Hr5MahXuSCh7ka6mgW
1BBwG8AgrLDir9DL9NxFnJNgjJ4nUC8iEP
1cKpxV1YGVmDpZBsjVp1Q5MWhRMyR1P9T
1Lx57LtGfKoVvxYPSK9DPkrNaCnWkDFBiZ
1MYe5haUfgrJ3NmnSbHhgEA2yMueXYGqsd
1Q9NMWV81HcCuXvWqtDjetEo5pYaS2xsPw
17pDNnU8NXHqwffPYaDM8MsvC5RmWNitL7
1CfRYWPdRqEmrC9DLXv34Ji2K4vRZ1Emih
112QmRavdf1sknZZ9eWJBfLUFUDR3ShGYk
1EmHTw1dQoHzwG1Pz2Yk13qf4NqBLQG2o2
1DecgsSTmQu3HkB4T4L94skP3Q7VCm2pjU
1P3bWWMNo12zA2mCS6KM75E55tFnPfpQuP
12n6GuorKSHp3vr3GzZ4zBYMwNtj8d54Ko",336xGpGweq1wtY4kRTuA4w6d7yDkBU9czU,7d97442444c53a3a3c357b60f6b3105d61d47da6ff06a480396bf7f179fc823e,Russia,Luxembourg,1.0,7100000.0
40688,2016-06-14,229511,2208,Bank Hapoalim B M,The Bank of New York Mellon Corp.,Jscb International Financial Club,2747.42621294,1897200.2561400002,690.5372916666669,1GfFHnvtydFgzyNhPNbShti3AE4w1DVR64,1GXAeiynoZywvdemugGaUSfPKDn2R7twEQ,21eaf9985c2faad9f324616e98b30f64ed0017215777a85d51b316c6bf81c260,Israel,Russia,10.0,2757893.5
40727,2016-06-14,243959,2804,Rigenesis Bank AS,Deutsche Bank AG,ING Netherland NV,2747.42621294,1897200.2561400002,690.5372916666669,1GfFHnvtydFgzyNhPNbShti3AE4w1DVR64,1GXAeiynoZywvdemugGaUSfPKDn2R7twEQ,21eaf9985c2faad9f324616e98b30f64ed0017215777a85d51b316c6bf81c260,Latvia,Netherlands,1.0,33258935.96
40766,2016-06-14,243960,2804,ING Netherland NV,Deutsche Bank AG,Rigenesis Bank AS,2747.42621294,1897200.2561400002,690.5372916666669,1GfFHnvtydFgzyNhPNbShti3AE4w1DVR64,1GXAeiynoZywvdemugGaUSfPKDn2R7twEQ,21eaf9985c2faad9f324616e98b30f64ed0017215777a85d51b316c6bf81c260,Netherlands,Latvia,1.0,33259000.0
40805,2017-04-28,229516,2208,Investbank Plc,The Bank of New York Mellon Corp.,Ceskoslovenska Obchodni Banka A S,995.16796089,1321162.559,1327.5774652777784,3GwqcmbpbE4gfLcmZJD6utm8tiefAptueC,3AjKASJYyJ7BBbwKpaAT52sJcTLjcu9hSD,5e760cb0b33b84c4114cbc6842846f759416fa21cc52f727f62ee0eefe5c96ae,Bulgaria,Czech Republic,1.0,100000.0
40938,2017-02-08,229518,2208,Hapoalim B M,The Bank of New York Mellon Corp.,Ojsc Jscb International Financial Club,1600.01969184,1686590.92396,1054.1063541666667,1Kr6QSydW9bFQG1mXiPNNu6WpJGmUa9i1g,1PX2ebt87S9TXxgy67pLN4VkLB4XbyFi51,cc2dd3518bb719964a48f6e1c1978c02143885c090bc96df819e323371cfcb24,Israel,Russia,6.0,4920000.0
40960,2017-02-08,235167,3828,Credit Suisse Switzerland Ltd,The Bank of New York Mellon Corp.,Barclays Bank Plc,1600.01969184,1686590.92396,1054.1063541666667,1Kr6QSydW9bFQG1mXiPNNu6WpJGmUa9i1g,1PX2ebt87S9TXxgy67pLN4VkLB4XbyFi51,cc2dd3518bb719964a48f6e1c1978c02143885c090bc96df819e323371cfcb24,Switzerland,United Kingdom,3.0,7506.21
40982,2016-12-23,230106,2275,Primorye Bank,The Bank of New York Mellon Corp.,Produbanco,1181.39943332,1055104.22407,893.0969444444444,15axpEDq4CZVjoYNu4WkCeE5oyTZFsR5A5,1N6zJdu2Ezt6x7cSEys25zX1rX3NbXy6HP,bc6022fbbdd253efdc866152cfe3b14ce4718df303ba1a470f2f231dfc39e4d0,Russia,Ecuador,5.0,20000.0
41110,2016-12-23,235190,3997,State Bank For Foreign Economic Aff,The Bank of New York Mellon Corp.,AS Meridian Trade Bank,1181.39943332,1055104.22407,893.0969444444444,15axpEDq4CZVjoYNu4WkCeE5oyTZFsR5A5,1N6zJdu2Ezt6x7cSEys25zX1rX3NbXy6HP,bc6022fbbdd253efdc866152cfe3b14ce4718df303ba1a470f2f231dfc39e4d0,Turkmenistan,Latvia,2.0,1654691.44
41238,2016-08-21,230107,2276,Primorye Bank,The Bank of New York Mellon Corp.,Banco Internacional S.A.,6362.44093252,3685647.18079,579.2819485294118,1EGF5WdQ9q3J9tMeV251wWdA486Ggr4ADD,16ej4Fov7hQZEuyd7CyBeMd7TD3NovYorv,583cb10f208d30871bc52b93183ef6d57481f94262b25de54c123276da1b6bec,Russia,Ecuador,4.0,10000.0
41247,2016-08-19,230108,2276,Primorye Bank,The Bank of New York Mellon Corp.,Produbanco,6401.20939539,3662342.01659,572.1328252788105,1BNKi7bnyegCLyJkdXxvU7i9rtuRAdBdZA,14KQeM6fnevcLQUN11TruC9CJ9w52JiX5q,e98032b0fbadf9d1fe76c614613cd9716153258f185913731fe9d77f0f203af8,Russia,Ecuador,4.0,13000.0
41269,2016-08-19,234441,2492,Norvik Banka JSC,The Bank of New York Mellon Corp.,Bank For Foreign Trade of Russia,6401.20939539,3662342.01659,572.1328252788105,1BNKi7bnyegCLyJkdXxvU7i9rtuRAdBdZA,14KQeM6fnevcLQUN11TruC9CJ9w52JiX5q,e98032b0fbadf9d1fe76c614613cd9716153258f185913731fe9d77f0f203af8,Latvia,Russia,1.0,900000.0
41291,2016-08-12,230110,2278,Primorye Bank,The Bank of New York Mellon Corp.,Produbanco,3474.3051416000003,2039502.7437,587.024645390071,1B3brMeSjxy8K7W3tTWfdLTbNruVc24Fe6,13zP95iy4o3y9zvFUd9Lv3whjfHWLRoyqW,db75299093d501f94dab46137eddbf2a6817802445d773e273e4d98017a65253,Russia,Ecuador,2.0,7000.0
41343,2016-08-12,230111,2278,Primorye Bank,The Bank of New York Mellon Corp.,Banco Internacionals.A.,3474.3051416000003,2039502.7437,587.024645390071,1B3brMeSjxy8K7W3tTWfdLTbNruVc24Fe6,13zP95iy4o3y9zvFUd9Lv3whjfHWLRoyqW,db75299093d501f94dab46137eddbf2a6817802445d773e273e4d98017a65253,Russia,Ecuador,2.0,5500.0
41395,2016-08-12,230112,2279,Primorye Bank,The Bank of New York Mellon Corp.,Produbanco,3474.3051416000003,2039502.7437,587.024645390071,1B3brMeSjxy8K7W3tTWfdLTbNruVc24Fe6,13zP95iy4o3y9zvFUd9Lv3whjfHWLRoyqW,db75299093d501f94dab46137eddbf2a6817802445d773e273e4d98017a65253,Russia,Ecuador,1.0,2500.0
41447,2016-08-12,230113,2279,Primorye Bank,The Bank of New York Mellon Corp.,Banco Internacional S.A.,3474.3051416000003,2039502.7437,587.024645390071,1B3brMeSjxy8K7W3tTWfdLTbNruVc24Fe6,13zP95iy4o3y9zvFUd9Lv3whjfHWLRoyqW,db75299093d501f94dab46137eddbf2a6817802445d773e273e4d98017a65253,Russia,Ecuador,1.0,2000.0
41499,2016-08-12,239764,3683,Versobank AS,The Bank of New York Mellon Corp.,Credit Europe Bank N.V. ,3474.3051416000003,2039502.7437,587.024645390071,1B3brMeSjxy8K7W3tTWfdLTbNruVc24Fe6,13zP95iy4o3y9zvFUd9Lv3whjfHWLRoyqW,db75299093d501f94dab46137eddbf2a6817802445d773e273e4d98017a65253,Estonia,Netherlands,5.0,884100.0
41551,2016-01-28,230114,2280,Far Eastern Bank,The Bank of New York Mellon Corp.,Banco Internacional S.A.,4944.78980108,1905357.18142,385.3262237762237,14JkGTqRhCRR9ym4agrP7ApYnAs1p9iRqq,16q3XqvKXioF9BLJRqkuL3TjXN8BH9ujcy,6fbf29cccdd93ab2319a1dd4efa5c142c1ebd6ab53c26fafb3eed5c8988f519d,Russia,Ecuador,2.0,10000.0
42519,2016-01-28,238692,3094,ING Belgium NV/Sa,China Investment Corporation,Bank of China,4944.78980108,1905357.18142,385.3262237762237,14JkGTqRhCRR9ym4agrP7ApYnAs1p9iRqq,16q3XqvKXioF9BLJRqkuL3TjXN8BH9ujcy,6fbf29cccdd93ab2319a1dd4efa5c142c1ebd6ab53c26fafb3eed5c8988f519d,Belgium,China,2.0,30644.8
43487,2016-04-22,230115,2280,Alfabank,The Bank of New York Mellon Corp.,Banco Del Pichincha,3259.5549645,1460765.6551,448.1488028169014,1cVknDryheAjD7tgtuPmHkFRVBrHHhehf,135LhQcRJF7jd3NdyxEDVS1gRviD8x4Rx6,535f37ad3d6f6ef500fd4ccb586d3160f682e98288eefcbb8b45b0001f632f97,Russia,Ecuador,3.0,608.0
43546,2016-01-25,230117,2280,Alfabank,The Bank of New York Mellon Corp.,Wells Fargo Bank Na,8787.76388453,3492633.98616,397.44285714285695,13gheeEipTnX52KZJoRDd4tQ1ZpSLdgPVU,19dPWCkQJiJZwtBknLfv2fUECSzwqvCUrH,2f80b55655c941e9030c4896de20cb7defd0a318bd15d03ab6e146facf9a2431,Russia,United States,1.0,180.0
51063,2016-01-25,230119,2280,Alfabank,The Bank of New York Mellon Corp.,Banco De Sabadell S.A.,8787.76388453,3492633.98616,397.44285714285695,13gheeEipTnX52KZJoRDd4tQ1ZpSLdgPVU,19dPWCkQJiJZwtBknLfv2fUECSzwqvCUrH,2f80b55655c941e9030c4896de20cb7defd0a318bd15d03ab6e146facf9a2431,Russia,United States,1.0,270.0
58580,2016-01-25,237579,2481,Trasta Komercbanka,The Bank of New York Mellon Corp.,Credit Suisse AG,8787.76388453,3492633.98616,397.44285714285695,13gheeEipTnX52KZJoRDd4tQ1ZpSLdgPVU,19dPWCkQJiJZwtBknLfv2fUECSzwqvCUrH,2f80b55655c941e9030c4896de20cb7defd0a318bd15d03ab6e146facf9a2431,Latvia,Switzerland,1.0,755000.0
66097,2016-03-22,230118,2280,Alfabank,The Bank of New York Mellon Corp.,Bank Hapoalim B M,4227.1782,1752199.4,414.5080633802816,14ErJnGnaXxoKTmQzf4hFKzMy74e7RfgsY,1FPJxBHkmEp8BuAhrZkgACBUQnsPRKpPnP,45d3af46227c937ec90eb1b293d9859debeffa29d5007cb62570e63d1b18e6fd,Russia,Israel,5.0,1105.0
66112,2016-03-22,243637,2704,Rigensis Bank AS,Deutsche Bank AG,ING Netherland NV,4227.1782,1752199.4,414.5080633802816,14ErJnGnaXxoKTmQzf4hFKzMy74e7RfgsY,1FPJxBHkmEp8BuAhrZkgACBUQnsPRKpPnP,45d3af46227c937ec90eb1b293d9859debeffa29d5007cb62570e63d1b18e6fd,Latvia,Netherlands,1.0,8500000.0
66127,2016-03-22,243638,2704,Rigensis Bank AS,Deutsche Bank AG,ING Netherland NV,4227.1782,1752199.4,414.5080633802816,14ErJnGnaXxoKTmQzf4hFKzMy74e7RfgsY,1FPJxBHkmEp8BuAhrZkgACBUQnsPRKpPnP,45d3af46227c937ec90eb1b293d9859debeffa29d5007cb62570e63d1b18e6fd,Latvia,Netherlands,1.0,2558000.0
66142,2016-03-22,243639,2704,Rigensis Bank AS,Deutsche Bank AG,ING Netherland NV,4227.1782,1752199.4,414.5080633802816,14ErJnGnaXxoKTmQzf4hFKzMy74e7RfgsY,1FPJxBHkmEp8BuAhrZkgACBUQnsPRKpPnP,45d3af46227c937ec90eb1b293d9859debeffa29d5007cb62570e63d1b18e6fd,Latvia,Netherlands,1.0,19140898.94
66157,2016-03-22,243640,2704,Rigensis Bank AS,Deutsche Bank AG,ING Netherland NV,4227.1782,1752199.4,414.5080633802816,14ErJnGnaXxoKTmQzf4hFKzMy74e7RfgsY,1FPJxBHkmEp8BuAhrZkgACBUQnsPRKpPnP,45d3af46227c937ec90eb1b293d9859debeffa29d5007cb62570e63d1b18e6fd,Latvia,Netherlands,1.0,3200449.47
66172,2016-03-22,243641,2704,Rigensis Bank AS,Deutsche Bank AG,ING Netherland NV,4227.1782,1752199.4,414.5080633802816,14ErJnGnaXxoKTmQzf4hFKzMy74e7RfgsY,1FPJxBHkmEp8BuAhrZkgACBUQnsPRKpPnP,45d3af46227c937ec90eb1b293d9859debeffa29d5007cb62570e63d1b18e6fd,Latvia,Netherlands,1.0,16969154.47
66187,2016-03-22,243642,2704,Rigensis Bank AS,Deutsche Bank AG,ING Netherland NV,4227.1782,1752199.4,414.5080633802816,14ErJnGnaXxoKTmQzf4hFKzMy74e7RfgsY,1FPJxBHkmEp8BuAhrZkgACBUQnsPRKpPnP,45d3af46227c937ec90eb1b293d9859debeffa29d5007cb62570e63d1b18e6fd,Latvia,Netherlands,1.0,28237445.53
66202,2016-03-22,243643,2704,ING Netherland NV,Deutsche Bank AG,Rigensis Bank AS,4227.1782,1752199.4,414.5080633802816,14ErJnGnaXxoKTmQzf4hFKzMy74e7RfgsY,1FPJxBHkmEp8BuAhrZkgACBUQnsPRKpPnP,45d3af46227c937ec90eb1b293d9859debeffa29d5007cb62570e63d1b18e6fd,Netherlands,Latvia,1.0,47850600.0
66217,2016-03-22,243644,2704,ING Netherland NV,Deutsche Bank AG,Rigensis Bank AS,4227.1782,1752199.4,414.5080633802816,14ErJnGnaXxoKTmQzf4hFKzMy74e7RfgsY,1FPJxBHkmEp8BuAhrZkgACBUQnsPRKpPnP,45d3af46227c937ec90eb1b293d9859debeffa29d5007cb62570e63d1b18e6fd,Netherlands,Latvia,1.0,30881400.0
66232,2016-04-26,230120,2280,Alfabank,The Bank of New York Mellon Corp.,Produbanco,2500.0,1165378.5590277778,466.15142361111117,"3H6NatrawRvTBsKtqWjEENxG9ek9gm9qEM
3CdaSYTmwsYrGoBoB5QKtvSyRcmXk9snRF
3LmW78mrxLo98snvYcXVWPnWqgVDzLo4SJ
3DZC4nSj58Zamk1p4Q8nkBbyt7bziaXBU5",3J6ts7ejsvk2JKNyGUCVwDuj67hf8shYJF,cdd1837a55791ee6397f9a45332cca3d0e9dcc9b9096f6fa491de5ef49cb7e83,Russia,Ecuador,1.0,370.0
66251,2016-02-08,230122,2280,Alfabank,The Bank of New York Mellon Corp.,Banco Del Pichincha,12008.80979831,4517917.211924,376.2169014084506,37SMB8ns8eFwSZ2da9vz66by7TKSLknsgm,3JWXcGodSBqbSGpSh242j6yWif9uLAYTGZ,791e1774ff64cf9a4fc7757e596ef7ce5923f682ca908c7605ee0de58361a39b,Russia,Ecuador,2.0,5500.0
66260,2016-02-08,234750,2488,Norvik Banka JSC,The Bank of New York Mellon Corp.,National Settlement Depository,12008.80979831,4517917.211924,376.2169014084506,37SMB8ns8eFwSZ2da9vz66by7TKSLknsgm,3JWXcGodSBqbSGpSh242j6yWif9uLAYTGZ,791e1774ff64cf9a4fc7757e596ef7ce5923f682ca908c7605ee0de58361a39b,Latvia,Russia,10.0,36162010.58
66269,2016-02-08,240140,2490,Bank Soyuz,The Bank of New York Mellon Corp.,AS Expobank,12008.80979831,4517917.211924,376.2169014084506,37SMB8ns8eFwSZ2da9vz66by7TKSLknsgm,3JWXcGodSBqbSGpSh242j6yWif9uLAYTGZ,791e1774ff64cf9a4fc7757e596ef7ce5923f682ca908c7605ee0de58361a39b,Russia,Latvia,4.0,8310000.0
66278,2016-03-17,230123,2280,Alfabank,The Bank of New York Mellon Corp.,Produbanco,10000.0,4178074.736842104,417.8074736842104,"37k8Gh2LaiMns15gdQgdXfWzYAdKuT7PmY
3ASk6Co5ddxVNnFKJAjs32GF2q8uGgtJi1
3P3LXtymthf9Z38CqTsBPu8FYDzE6xDhn4
3MyCd2bbU9AJEbha74r4dqPdVWxZQccyeu
3NRG5vAUPK5Ls8qpNHfPkpec7wMDjfAeZJ
37EW6TQurxnd6Vpj5hEe4ky1waMWVHcyr5
33VTEMkJsdFeuBenfthgzUtzwHMv6MUNzg
3PJzDQ3mUAjQYRDoPwEkKzKoMsFYNj31TD
3Q866RTQSwr2pNWdiK4ij45iwZf4qtNQsb
38LqYWswpWLPG328uEt7jt2C49N4D92LAB
3KuiGqmsFjbZUcMSpQVJqyd2GZS5pGbpeo
35Jmegis8yQKsD4aLBeZ4MCNPP1Yzm375z
381jKm6BAqXFsr7dqzZdvfKK8kXuzUCU8t
3FmkNPEEnPBb9sUnuo2x4JN4pJhY1Bk9Pa
39knnFutvgxTmF8LDBAtbnDB1TeCpQmt3S
35KMhJ4oVkcKKygw9jo3r3F7JWXsmQDxFZ
3MX7HAMXDXQgaccFWdFkXcgs4kh7DEk85m
32NDnsg8ptpo2YJUzyYpxVtLYATohbKw9d
37SSVEMn6LSEASj4eJhzcNoHp8XoskvGuM
34nELp8N2S3giEcV7bVXVwwR8yoLEva7fi
3KsEiMe7vGRLD9jiDhwummgnFaXKEyVKBJ
38rTQcBS7HiydwBMcfoxTjShX7uKoTdXak
36SE5NyBNo3LWu1MjFSR92vWYHKj31M5kn",34CEB12rZ24enWqcqw2SBKcKdcVPnCvXLA,c7a655c919f6e6cc15c03f1dcf945bc09e278f3fe21669ffa26819c27582b205,Russia,Ecuador,1.0,400.0
