time,Hash,Sender,Receiver,"Transaction_amount_BTC",Price,"Transaction_amount_USD"
"2015-03-31",16f27194b06bcf1f61b1531a2a861fdcd027a23242809003a051380ae398492f,1BtNH4rtj3PVe6PWYsziQMnXofZmoPmGHu,1PrGFmmFFeD6v9ihS74ewjAzSMmQxsQAuw,"5272.9999","245.90278169014084","1296645.3"
"2015-03-31",68a4c74ebb211c5c61caa0296d9eae5b0336e0c7b7c68a91192419cd3ea4014b,"1NE3QFkf4aFUgCNTvGjiZsY59yDsGratiU
1Bst4GwKrN2wTNrVE9idtVsQie5YWMTVMK
1Cbf24PDY2uc7hMatf6GYQdddPmbMC7HV5
17DMzA133DRuERshG9CXK8jhqeyYbTDti1
1GRxjtEVyfBaJFKYLRnbbGxn47E6RKqm1F",18zXyBVHCU3hu3ivszZNh3NqA1eA1jVBsm,"4509.87714053","245.90278169014084","1108991.33394"
"2015-03-31",ddf989c7797164150de0764e364f7e01b7253538de753fbcbceb5bfddaaeb09d,15HgmxddgExHKTfkXwacQgKf9nx8PZEDri,1EdyFyyzgxWsV3P1x41vKDrEeDDyz9QAMe,"4138.09424942","245.90278169014084","1017568.88683"
"2015-03-31",1866b030f8a3a6f83393fa23215759c05d13a2bf30d716f8a969acadcda48bab,18uvUoZuDFXaPjKBDHu8w2PNYqY6dXDs8G,1HoiNQf18RwzeLhBmcGM8Pqqyqc9KCSiYE,"4458.36429747","245.90278169014084","1096324.18254"
"2015-03-31",1866b030f8a3a6f83393fa23215759c05d13a2bf30d716f8a969acadcda48bab,18uvUoZuDFXaPjKBDHu8w2PNYqY6dXDs8G,14LPd6dcAZpJD3jfz8FPJcgdL8G1hMWZTq,8000,"245.90278169014084","1967222.2535211267"
"2015-03-30",bfa3f44364a364b71a24f56834d6dfcebba9ce6a367af76f7ea8d8ab08e2f452,3KBUuGko4H5ke7EVsq9B7PLK1c5Askdd7y,3KgtbGgaX2ngstNpvyv7LwpHSweVeqGbpM,5000,"244.8118055555555","1224059.027777778"
"2015-03-30",1da185c6552253a46f7fb821edd30a63309e3855aec56a8c067fd86ba4b11ada,"13J9tpyXesCz2tqCCst6Ztqpy2MwawmtZc
13UFDc1pfEjJLrbeo6QvAGAN1kUYfAtcTH
1HgoVachN7yAe8wpgF99D1PWGsHA2pHMSX
1KWnBaEiZx3F5jPeX7nh1iRLVhzToBDptB
1JqrfQT2Ee6PkVCQdY51Jf2kmDZt6z42ts
13QpzTUk1Uq4zuQ4e93mtLMhh2XZt2iTQf
1LG9oMu2aNUESdM1zbWtUk3JwsVwDCH64z
1AUGg9FuzYZ4cZiTzXd4ufTrPykzcm1Hk
1HFKwB555QHheXeXJZDqY1DARqLHjfsUfc
1FLDodFg7omRi3EmX53QUbdcynyVPMjDLR
1DPx2UJtwCQ3N8eGiuDoZSCB7x3rAPWcXw
19iTuoyf9WgJc9kPSmT9vHYXMJd3E5kBMo
19smmWPcQDKuVA8r9pLirsKUPJ4uqPRYGQ
1FHp9qwZ49Ti2JkUhySCtcHScuvm6guGrW
1FBYuHBN7VBqBdPFVt1SUsB71qR5pdE7mK",16wfNuFxjsQvNXDA8yahYTpeSyEGt3Zn83,"4265.74540183","244.8118055555555","1044304.83386"
"2015-03-27",ed61765a120b3d103827f6da2f251ca5d33a99f531ad2033c4d19cb2b49b970b,183LytTb7GgTif1q9ggaqw2MY8GSq6SsH7,1PPz1AfxKHCfnrPCUzt25SQt3ZjSzKmrpD,"4995.5531","248.49188612099638","1241354.4"
"2015-03-27",c7692e6e0e7b296cb21f1847ac7091add01ea13a3b5c2fff608371afcb2d8b6c,16RpBxSzcpH695cF1b6Gap51MNSzJjyD6c,1BazguQDUVurznLDhXmVo3VmvhaiFDp2SJ,"5420.9165","248.49188612099638","1347053.8"
"2015-03-27",81e11890831bdcd56d0dcf3092f1220a32dace97d98d05c87c5e0d383f0f8c5c,163ESPgZnbSzwmrB6UYwwCCqpmCC7tzD8D,1AgUZ9uCqHCXzLSgAozjZq9SNUGpVdQ3K8,"4167.00111","248.49188612099638","1035465.97"
"2015-03-27",eaf1c7d95cb23b0163ad9dd2ed0ca3a85bc7cf734a67f7ee1b8f7adfc21fea86,16yoXCV3Bucv3vcdwERNLevHP3TGJpUfqf,1PGuiN62pRDjpzkeSVa6KPZjhwX3PNyZMm,"7700.0000651","248.49188612099638","1913387.5393"
"2015-03-27",f90aa892b6837e9e62b24700ca740002c4342978eb9f16192da40574b9395852,1HKGj4Chq1CAKCRBs4ngskXffuLr6WRvy,1LpWDxDTWErjDkfkC5uM8pHHB3kUgQPMtJ,"4552.13864","248.49188612099638","1131169.52"
"2015-03-26",059ed3a2b22c62a5026b9343f613446236cfdd331a5ca4a5bf7b6248f396e837,"1NCYL2acdNiwTP9N9RXzkHLDQmMWgbcXY6
12kgh4NEhmj7xJ5Lt6ngjj51o8cDmmQrhk
1MhQpyfpSuouibUL6oNPpuheFayebmuze
1JqoZjK6JXSj6VLE9pYNcsSV1cLWwPvHhj",1GRxjtEVyfBaJFKYLRnbbGxn47E6RKqm1F,"4554.81489468","249.50732142857143","1136459.66397"
"2015-03-26",f2a30c497ad402db6c10d2f90355cd6e2fd116cf37ebe09138842328e7353db5,16bB2bjX67TppSffDKrXc8qz1UpTKtpQFx,19d5i4wKiNf5uxD5F7RT4VF8QYQFUVYdvz,"4067.51900251","249.50732142857143","1014875.77118"
"2015-03-26",c4c04e3304f8c176e21395fab050a1a0a17f795c513e469ce975abe3a4226c74,13V8cGoAUkdRmJv1E7cbe9R7dZBt4MjQTd,16bB2bjX67TppSffDKrXc8qz1UpTKtpQFx,"4149.51900251","249.50732142857143","1035335.37153"
"2015-03-26",119d1318f3bfa1d74b7a25e0d69b843aecb957b0b833beff446dfeaab51254a4,1A1BxkCYfZdBvzuqELBnQ6ZJUxGZHZpdN9,13V8cGoAUkdRmJv1E7cbe9R7dZBt4MjQTd,"4231.51900251","249.50732142857143","1055794.97189"
"2015-03-26",38b294edc2cf14f042eded818c865594d77fa8143fcfdffde57066fea5c31613,1N7YMh49QB6KkBjMfX4boriNwtcQNAzX64,1A1BxkCYfZdBvzuqELBnQ6ZJUxGZHZpdN9,"4313.51900251","249.50732142857143","1076254.57225"
"2015-03-26",f0924aae54a01d493503e60545a5df81f9eaef30f0d2d9d7791028b310e0ca79,13UPdD33NG59T88EioXTjk6AMR1HsRy1rL,1N7YMh49QB6KkBjMfX4boriNwtcQNAzX64,"4395.51900251","249.50732142857143","1096714.17260"
"2015-03-26",99d0d800795b81fd167a75000913a14e6b0be203926b5c282905d17ea5ab9428,17dYHrTN7z81mzZRDQb535TKdvAJ7ui6ph,13UPdD33NG59T88EioXTjk6AMR1HsRy1rL,"4477.51900251","249.50732142857143","1117173.77296"
"2015-03-26",8815546ca4ac7d66e9a5bce5762e74919fe6ba93fb1357168fa822f3383e3861,1dpaAKaR6c3MFf7tYmXJPNdBbw9LPLaKH,17dYHrTN7z81mzZRDQb535TKdvAJ7ui6ph,"4559.51900251","249.50732142857143","1137633.37332"
"2015-03-26",b48f5989bd6d8468fc34e7f78c5c7ec487816c722eb831e27664242b37bf1612,18Ha5NsDXY1m2A9DseJVXY4eEFaBE1vbuz,1JszYYFb14t39kvy7p7EigmMfYQB6Enrxi,"6256.52618107","249.50732142857143","1561049.08889"
"2015-03-25",e27f7544ef6d370234e9df8fc5775077b8d7d0bc6f88984be5fe7249a6d612c9,3KBUuGko4H5ke7EVsq9B7PLK1c5Askdd7y,3KgtbGgaX2ngstNpvyv7LwpHSweVeqGbpM,7000,"245.48985815602842","1718429.0070921988"
"2015-03-24",0f640eccebcc26ad9ad2675a6aabcc2a93ddcb58711c6c49304890e1b82898bd,"1KJ1JKqUhnNbDH1MwR6Rqo7Wtch9sdM6JR
1EV98uzXeYSKttiJvnLF2wUiecLD5jqc84
1HG7vnAkYLxr9ouak3X7tbDym7Uy9obGEf
1HnRS9Rc64qr9c25pdRrwfR1ezonh7Mcqt
1E2xrgXfW1UCkh63N3PnP7cNH1Zc66VdQZ
1NK3o3ULNgXgfRz26kB65wn4ELBmqcJFvN
1FxMigRqcn8dAjUb7CWNaKAXKRyzCqBNX8
1CDtHEUHK59Dek7Guh7bvx2Socdvkzrjcc
1Q8CqRSrYDceMuhDfYgB9H5zBVJmKQa1nw
19JZQkY1oYv5K7j4bFPgDe8DEBb26HKU3k
1D3wvF3nQoqwaBBsne7LqRNFCCJKjKdh3c
17JUmt4DBTsEosJuHKARexu32p1MsHG8HD
1L6r27Ao4N7y9kiJUoT9sD5Aoxz6TpoqaD
1K9bKKsWX8x4Kr3M9UZVSpaasYCDmXsioH
1BtYjety93yJsGJ7C4ymRL7xCvJV2ZcAnw
1GV9Aibq8TwLQCLNb6kgGgGad8zhw3AisE
1XLgzLy7cPSXKRdkguBfqui53oKtG3MyC
1JrruSCMjtAUuuubcSoY4wwUVggMnTftfd
1BVZPdkYr9tEReBEACb1BiNYGbe3nw7PVB
14M3Bebe64KhCkvyxnzxA7XsKZ9mGTmX3v
1FJh4syedmSAXTPfeKFiknKkTareFTkNup
16idsntMgBhd2bDqTnLJ3zyanc7i2cb93x
1P6x4qvNDvGwewPVGWg8k5u2jyrnNNJxoq
1HvANDRmg77Tb7Q3iviKeLGWm8cceZ4AQf
15CvYsyjvj5omDeMBXoVisKp3bhntbK2a1
18kBNoaFzREk43VBdjWX6jHd2eug5c11Af
14UjCTfRmV7CbeAUGJioAURGHQ5eBTyDcK
1PtUDNXY3yFZADyfsPTxEi1kEeapE5UjBY
129HMor8zSqS7zeySJc3zQc5asFmu4vHNS
1G4W58HqBJ4rWQwXToL8AF4dn95kHDAjfu
1Dbd5DRvB8BRqAipfwr59T2eq1H6ZCqAsw
1B3bLf8uXALg4CvYiVq2LFXnk5xe7fb3YR
1LyMinsCm7UpQTQd8tH9zEwGWmHu1ZwGBb
1GuBqCN5GvAQdXWoiiJoFCLJhCyDLjKZQc
18oVagaPNar1dWMzXLDVeonArBHzaVGWSi
1GaT7AT5diTmTPCgN64vRxwsojrh2kAER3
1MU9UtCHCVXJAMVxU6owBreVGPAT8mwPF9
14XXYZRsb8c3u8eJPucjiBj7TWhPwhoZKY
1JZ1eTLJA31GTwR3WML8n3CfSr1g3KGU4W
12kRqk1ANCPZ92bcHYL9uof4aXtXMMpC8M
16ZvU65dFvKiU1dAgXfE6Fq21hjEGK7zCj
1GzhgqHvC7UE1qts955GxarthghUd49UxC
1MSzc68zYcsrhu8XzQKypxpVs6uZHzdYN6
1LdPruLufAe833WBbwEpW1xS5DphLwKNLd
1ND8RFDiN8JdL7L4hxXiddmXG2nLudB5vc
1LZFGxYgfc9nM4EUBhpgWDjMvuuE45AU9g
18EtHfGBRscpba2cFFx3KJeDktNEXq1YTQ
1FgUFSFCYEKf8QH4KVJ9i3D47hLCGahjgh
1VeVMNMwVg4VLzmnhvyeFn7Q6dpyT8rsF
13wk8pkayhou4nD24eGh3WxchzWK7JGEkD
1AHDgnGpgajHUCqGRJYfH8JbmDYQJ9eXT9
1JFPjqow98uaTxVCQMfkQuJPjVjbRHPXgR
1HdjLPVsVMsLhVDxP4xTMCvsdtREJSscwB
1MwvM1Y3Pr5Ff3YW8aYPx6J3jXVXAF3FuM
1M3BcJ4SLtmsUtNFQzppy6t4XSBT1YhZ3s
18GRr21tEty5J53KMULhqQo12yDB3qRKEN
134487C45hzCdk3gkRojkTKtjozQgaf7ku
1MgVbLCwuw32PJKo48hCvtyEev9GZs9qHP
1C64aDTMubbPpt9bgwawKJow6865DzTKbK
13LeVyCfMXhWgV4C7LA452E9Sqdu2NZWve
16zaMVBYBDzDvqNFPohTEKhgGUskdYk6Qj
18SmcMLDZBAFXrGa4KobRcdnp6C6SixJFC
1Khy2tFTgMSKGWf7fWnnTmXbhPd2eBMtqP
1KjDHDTah3tTo2d6NmAw87Rt2uH2VEYBf3
1DYijd1DbnWhEthSJHzK88HAKTt3uwWYfS
1HfDDMaZdWEuSibrE2ChkZ5cWjF31mS3yp
15yvaQ9g92qw5vnramgdUr9E8VQDrBsoe5
17bWrb3m7K8Z8t4UctXrMqJta3FpHFoR6E
17Lc84NweHmXfr3rWmXAt7LTNhV8yfpZQ2
18rA5LDFBqz7gfrXSyEqH7o4d9efkvWjhc
1PPXmjDXhVo6TJhnxTquLCgCdjJgXmKTLm
14rtQg899EgMLrTzKjfHeY8te9EHj26oad
13DVrUmhiAxizF4pFS3gEf6GivL1gEoMwU
15gvZP6ACh9Ff7mecZQmpiuvu6efkUKrc7
1DHcLj8gV9eLYALzTwES6NqVHXs2oYqiP8
1CcsEoD95CtgVnnYw92iBnmBgvenqy1Gd1
1DEAz3bk7ay8jJvapU7cfnifL796uvFvTB
1KYn3SmBgBSMJS6P9vNKWrVn8y28rkXedZ
1JAKS9b61VEx6gFWkSkZeeK3py1S4BKX9j
1AVJahGWvg3XJyQkA3E9EE8nEWUi3g8aQv
1AKUFMRmZE8wrCx9wgPT1Ls22osVKuQzsH
1AzW5AMmbmpMuKQLFab74ye9AJo6JnbWQw
1HyeUSskjLz1E2pdgNCBwvAzNYeDq85RGq
1CrXBdGPmLXCqQQJsGocbg4aDM65MQSNEV
1Jtf5kaCJhgw69yN3X2xR7mpDLkHfh3fWd
1HyQFjow1Jg4RyL7LJWqQoCEiThirvDVHg
1CEqvEe5FQS7VD75UMBiNd4Mmd3frieU8i
1BQZE367iQFigr1jP7nSMFNAajZjeKk19W
1EEv8jBf6Dx9ZRmzgdZnwAefrVWGukNVwv
1Hiq2fQ616HH4CiAtjuUJ4Ki6EJtd8yATy
15odCFsh7EvdodYMVpUajrebEd4x2RJHyD
1FdJXMByqkyi1xqDp3QfPCweSEHStMyKF1
1DVyYxUFX7CoaQteSXAroPaYwUFxFZ9Jeb
18uvUoZuDFXaPjKBDHu8w2PNYqY6dXDs8G",17ptpQXg6ycBCGq9T3w775Xx8vktUHSfeN,10000,"258.36521582733815","2583652.1582733816"
"2015-03-24",90143fe02d3733c504aeb8782585bab4f126c9df74c2529f0b2844283e9031a8,"19xaJXs47oYBAG3qpC8RGX3QL9GE9u3SuC
1BtYjety93yJsGJ7C4ymRL7xCvJV2ZcAnw
1CKg8wnN5JSfHTH9EgHHM9nyoyoDYNNgZ5
18b5RpqghTJFDtHAHEdhinvBD8fm9436b6
1HnRS9Rc64qr9c25pdRrwfR1ezonh7Mcqt
1EZwb6BrkLogZ3si8bb7HhTNHLRA4XLnrZ
1Q4Eh49speknqDmtky7tB1ECwGT2fC2LLd
1Ab9sQGiNZzJLNizaAmeEN5Pe8LkKoPTSc
1Fu94UN8gFT8rHFeM4Kie8NtvDhwR6z5QB
1MgFQYBGu7jQey5ritabjdBG6inCVm28VL
19oijYtgqx82iueBw28XE5wY8q5e3ckM6Y
19aoVB6gwxA7dLqxG6LjXfcb2ckKHBFBFR
16S3kJ2sHNisArxoxzKQo9YezJx1w5rJek
1FZoLEyoigVNbHQj8QBkPF5x2w2XGnBGF2
1FJh4syedmSAXTPfeKFiknKkTareFTkNup
1FNRfLskRPb8g9UWs1joXPFeiRcSBw6ort
17KBz3SZTF5aVUwGM2Qn5pnXCgW2mro78T
1D3wvF3nQoqwaBBsne7LqRNFCCJKjKdh3c
1Kfa5nAmxEt1jgpN4bCKQsvc3fAXjjbWJH
1dqoYnG5LVoLv2huQrJ9j9Sj8KEpEewQM
17vQUUHbRefMR7a7tESFHertN9cyub5kbW
12kDGTBah7xRKH4iGpEv6SiqMNhH93DYVG
1CDtHEUHK59Dek7Guh7bvx2Socdvkzrjcc
1E4WJSE6PTDYduteimqcKSWKrgpMZ9YkX5
1HpDFZmfAcvSBV3G2VQGZTxyz14NFMMJhi
1HS25qdBYYQx83AP5zkH24WW9WmBL2W5ke
1QAEAWdg7t4cQFpUaptKJAny1MM9vJi8f2
1Jvz58L6fNVgkvN3tUm9J1JjaspkrREtyA
19Tyw3seUSUcCXaJz7ahRR8dARDWTfBdvc
1BNk1cxkmbymgPGJoJBhXU5Ys3Gt6QraTg
1KLEVY1hNJD7XUv9vcMU5QepQwnGTTH8HZ
1KJ1JKqUhnNbDH1MwR6Rqo7Wtch9sdM6JR
14vguTar3wnQrtp69C5bp2KhEf37bEPUvy
14yjVv5d6bWzeVLdP8WhnYYJaroQvMnmek
1Di9XFWS1uUXnPVkjBqnx6T8evPXK1Whm4
1EHPVu8neYRC1EFZHhDdcQ6koA22Wzv3LU
19KaTBdSQJAkfTYzq8MVKMUYNjDFcRvJH4
1DsVqgFxXJ4ECDjXeukggVxjcunhnm9ZWv
1Ep6qNU28CuxwwJy6ErBu374caXRCvaa4H
1ERmiYLdtYAhzW3MGzdqmh5pqY1mGvK1fe",1847RuqTC9TuBDQeDno1gHAr6TsjvUpwtt,5000,"258.36521582733815","1291826.0791366908"
"2015-03-24",90143fe02d3733c504aeb8782585bab4f126c9df74c2529f0b2844283e9031a8,"19xaJXs47oYBAG3qpC8RGX3QL9GE9u3SuC
1BtYjety93yJsGJ7C4ymRL7xCvJV2ZcAnw
1CKg8wnN5JSfHTH9EgHHM9nyoyoDYNNgZ5
18b5RpqghTJFDtHAHEdhinvBD8fm9436b6
1HnRS9Rc64qr9c25pdRrwfR1ezonh7Mcqt
1EZwb6BrkLogZ3si8bb7HhTNHLRA4XLnrZ
1Q4Eh49speknqDmtky7tB1ECwGT2fC2LLd
1Ab9sQGiNZzJLNizaAmeEN5Pe8LkKoPTSc
1Fu94UN8gFT8rHFeM4Kie8NtvDhwR6z5QB
1MgFQYBGu7jQey5ritabjdBG6inCVm28VL
19oijYtgqx82iueBw28XE5wY8q5e3ckM6Y
19aoVB6gwxA7dLqxG6LjXfcb2ckKHBFBFR
16S3kJ2sHNisArxoxzKQo9YezJx1w5rJek
1FZoLEyoigVNbHQj8QBkPF5x2w2XGnBGF2
1FJh4syedmSAXTPfeKFiknKkTareFTkNup
1FNRfLskRPb8g9UWs1joXPFeiRcSBw6ort
17KBz3SZTF5aVUwGM2Qn5pnXCgW2mro78T
1D3wvF3nQoqwaBBsne7LqRNFCCJKjKdh3c
1Kfa5nAmxEt1jgpN4bCKQsvc3fAXjjbWJH
1dqoYnG5LVoLv2huQrJ9j9Sj8KEpEewQM
17vQUUHbRefMR7a7tESFHertN9cyub5kbW
12kDGTBah7xRKH4iGpEv6SiqMNhH93DYVG
1CDtHEUHK59Dek7Guh7bvx2Socdvkzrjcc
1E4WJSE6PTDYduteimqcKSWKrgpMZ9YkX5
1HpDFZmfAcvSBV3G2VQGZTxyz14NFMMJhi
1HS25qdBYYQx83AP5zkH24WW9WmBL2W5ke
1QAEAWdg7t4cQFpUaptKJAny1MM9vJi8f2
1Jvz58L6fNVgkvN3tUm9J1JjaspkrREtyA
19Tyw3seUSUcCXaJz7ahRR8dARDWTfBdvc
1BNk1cxkmbymgPGJoJBhXU5Ys3Gt6QraTg
1KLEVY1hNJD7XUv9vcMU5QepQwnGTTH8HZ
1KJ1JKqUhnNbDH1MwR6Rqo7Wtch9sdM6JR
14vguTar3wnQrtp69C5bp2KhEf37bEPUvy
14yjVv5d6bWzeVLdP8WhnYYJaroQvMnmek
1Di9XFWS1uUXnPVkjBqnx6T8evPXK1Whm4
1EHPVu8neYRC1EFZHhDdcQ6koA22Wzv3LU
19KaTBdSQJAkfTYzq8MVKMUYNjDFcRvJH4
1DsVqgFxXJ4ECDjXeukggVxjcunhnm9ZWv
1Ep6qNU28CuxwwJy6ErBu374caXRCvaa4H
1ERmiYLdtYAhzW3MGzdqmh5pqY1mGvK1fe",18uvUoZuDFXaPjKBDHu8w2PNYqY6dXDs8G,"12458.36439747","258.36521582733815","3218808.006408"
"2015-03-24",144676b383a19b7667b900c510ef2649e3fcb55cabb189f8524f168b0d61bb08,"1BtYjety93yJsGJ7C4ymRL7xCvJV2ZcAnw
1NqFnwNJ764jNs8mTToGJU8xHrNBgpVYR1
146jvLzejqyrU2DmDXEy8VEUhkHVw4LG8a
18gpx7nDwF3wz4i6QXd3wjGBoCn39ZfGxJ
15j7k2YC7vZtqPmwpwWpGuMpLXsBqEjVC9
1Q2w3PCDZqDTC26RMX9feeMJ9aHAEadweh
1PDG6wBRNjbaeDiaZrFHU7jbgZkxJkVQca
1Fssa3F8XjhdUEEY8Q7ouczsEGx72u3Qmu
1QESfyBAxwrNFS4wCpozdCXLLCf1v5mmdx
1HnRS9Rc64qr9c25pdRrwfR1ezonh7Mcqt
1GFY69pimC6ZuGLS74qKzzVmc2tBD6FDrW
1xd9p7FuskAALTxfTCZ5sVVoWFzh8kecN
1KJ1JKqUhnNbDH1MwR6Rqo7Wtch9sdM6JR
1Mjew2fa7y95LBGCSycsRdSPMfSLV5Rr1T
1FQCPteCEcF6ddVzg9A6eC6F825WA7W8xZ
1Li5jDbsAMsVCgabwP34Hh7QuwMTMrJYk5
1LvLiWYymWVJws9ihE96Vw7vrmVdwnpq5b
1BRDbBSKdHM558YGktWRQgsAwFEK68Ns9w
1ETuksvzo2t15Z5snPZGwRv3V8EPKEHnre
1FHpGiG5RXtGhoCP7WQAuDgauCD7VXsFz6
1Cr3kokAVRz6x8iomdK937LdrJfQG2jDny
1EmAwyqDnLcm3qTZPSBJ15dcHLKEmzVdWQ
1CDtHEUHK59Dek7Guh7bvx2Socdvkzrjcc
12NTeWRbr6GBRiBQNKarr5eNMAHUxYStpR
1K8zSjb23z13UNVdDzDMfruRLGp5QDCYwK
1ECJ4EfAqGSsyqAM7UfjKfymiB1uzy9SfU
1PsvXAjB7PgMrz7iA9Q8BTzBAXiLn1pXhi
1D3wvF3nQoqwaBBsne7LqRNFCCJKjKdh3c
1PA2hwUSzrn52qzbR6vPRJ8XMmiFsLjZPU
1MU1QkCA8ptnaL4Ruxj3uUNVcDUkrkHZUi
12xisC7ZWLqmApFQb3pgdECnnWYFmiXxYo
1QERZTgG5yf8U2dvGkZDLfKwBR32cNLMyY
16D2sLZWvbf4xrYpQae2zCMPW8KS2UXdwU
18eGNggAuDNycSdNN6Ay2hkhAfxGuou8Jq
1Gzuu6uT5v9JY8fGr6ghuZQFhjwtVLBhDc
1ABHo7bZT4kwsh68QJESMT43z2GRiLq6Ej
12dDhS2ua9ScBtf4y8CsH5LCNmn9g6yjey
1LyVp6GS4dufkxBuoXdENUhZb3GKDkSRNq
14Ac43ajik6VNvoXZ7EhGSjDvBoGjhJVYH
16nUpfd11Doek88kNuyYn75dn4ydTTwuJR
1CEMBcWBLYLd8mdHAcWThqZmjkWkEJQmgF
15TiLhxq4cXNvMouaSVnvFkYwLWHeB3QiB
13xGPYFFouSU82PrG5qggMdAJKAKMm6a1d
12Qu4nY4w2tcFZ1RRcKtDEGSJJV9DjfQea
1FJh4syedmSAXTPfeKFiknKkTareFTkNup
1Q2dTwk5gjW4UbhRQVjq1HxtTxCJpzqJMz
1ArWDjsgZpCwcJsfpXw65oc2qwpuZM4CJd
1MnXe6AfVtpZc45K68QWXYRXVSiMZS2Rw8
15kKSg3Pu8LgFE8gNvbhfLzhy47FEc8qh3
12yRxzvdyN2zFdHzg1NGvN6eCJNfozXBnh
1GivTE5D6QQD2bvt7z52tVN2Yzk5SnGpp8
12TtnLF5k57vn2YRkKXD5ZmakXvXmZLN4V
1ANT9bx3iouEoexHrJXTSxikgHtnMCBHpC
1MoiCqUx4S3JYV4LA2ecfpRELwBvzFBtHe
1FDRm4aA1gTT1EZB735oTGw6kNCVtozxX8
13u19W92hnBA4NtSnJn9XGx8zTbyF8FHxG
1Aycgp4KgEvwkg42e59x9XiyNDcLToHxs1
17uB7i2vNZV41YTwKMCSfCfMuqDr4LKLHt
1Fs1oemm5h9Wr7dDGn9WUf4Any1idvZbGY
1L6bpRB8mYhhmf8fPgwDp4QEwMcQjVe4Uj
1F9EaNce7F2zuP3yAjNcxPimBGbFbnukf6
1G18tmbgv3okXdmnUjsr2sZbz8RCqkTkwA
1KQxTAJPQDMVQAKvZPSyR9JKbzrgLXNB8G
185QaChSnASM6CxtCPM7P33H45d7BbBXdh
1C2FesNmYws696uPCSMCbdTyPnRRWisb49
1ASVdoGtUcvtDTjczJ8SFSduUzPEV6QY7V
19R52UpRk4Uf9aaQHzNvoaLPdadcw8QJjb
19MfugYQzcEiLjugqHn88NSMQ3eBUBoZMZ
16S3kJ2sHNisArxoxzKQo9YezJx1w5rJek
1AAtcXemMfGSBVJZ64gjwBxoZX8Ms8KLXD
1669JVZpUASe2pxiTz5VSaXWvTwbWuds8Q
1LMQeZfZCVDvU9Mezq5y5pDk5HqbnyC8FB
1FW2q6wYVbNhi4SxFjbBTaE2JB2sNcYBgk",1LakFbNWoEHrrEc6uhV1FSm7BiCrPMeYXL,5000,"258.36521582733815","1291826.0791366908"
